pi,ro,collab,institute,scope,collabing_pi
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Chris Ian Baker, PhD",Section on Learning and Plasticity,NIMH,"Chris Ian Baker, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,Kurt  Braunlich,Section on Learning and Plasticity,NIMH,"Chris Ian Baker, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Melissa A Brotman, PhD, BA",Unit on Neuroscience and Novel Therapeutics,NIMH,"Melissa A Brotman, PhD, BA"
"Adam G Thomas, DPhil",Data Science and Sharing Team,Meghan Elizabeth Byrne,Section on Development and Affective Neuroscience,NIMH,"Daniel  Pine, MD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,Anthony Edward Galassi,Section on PET Neuroimaging Sciences,NIMH,"Robert  Innis, MD, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Daniel R Glen, BS",Scientific and Statistical Computing Core,NIMH,"Paul Andrew Taylor, BS, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Michael David Gregory, MD",Clinical and Translational Neuroscience Branch,NIMH,"Karen F Berman, MD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,Simone Paula Haller,Section on Development and Affective Neuroscience,NIMH,"Daniel  Pine, MD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Mark H Histed, PhD",Unit on Neural Computation and Behavior,NIMH,"Mark H Histed, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Robert  Innis, MD, PhD",Section on PET Neuroimaging Sciences,NIMH,"Robert  Innis, MD, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Shane  Kippenhan, BS, MS, PhD",Clinical and Translational Neuroscience Branch,NIMH,"Karen F Berman, MD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,Ka Chun  Lam,Machine Learning Core,NIMH,"Francisco  Pereira, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Siyuan  Liu, PhD",Section on Developmental Neurogenomics,NIMH,"Armin  Raznahan, MD, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Stefano  Marenco, MD",Human Brain Collection Core,NIMH,"Stefano  Marenco, MD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Peter James Molfese, PhD",Functional MRI Core,NIMH,"Peter A Bandettini, BS, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Dylan M Nielson, PhD",Machine Learning Core,NIMH,"Francisco  Pereira, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Allison Carol Nugent, PhD",Magnetoencephalography Core,NIMH,"Allison Carol Nugent, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Francisco  Pereira, PhD",Machine Learning Core,NIMH,"Francisco  Pereira, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Daniel  Pine, MD",Section on Development and Affective Neuroscience,NIMH,"Daniel  Pine, MD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Armin  Raznahan, MD, PhD",Section on Developmental Neurogenomics,NIMH,"Armin  Raznahan, MD, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Richard C Reynolds, MS, MS",Scientific and Statistical Computing Core,NIMH,"Paul Andrew Taylor, BS, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Vinai  Roopchansingh, PhD",Functional MRI Core,NIMH,"Peter A Bandettini, BS, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Neda  Sadeghi, PhD",Section on Social and Cognitive Developmental Neuroscience,NIMH,"Tonya Jo Hanson White, PhD, MD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,Stephen  Sinclair,Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,Jeffrey Donald Stout,Magnetoencephalography Core,NIMH,"Allison Carol Nugent, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Paul Andrew Taylor, BS, PhD",Scientific and Statistical Computing Core,NIMH,"Paul Andrew Taylor, BS, PhD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,NIMH,"Tonya Jo Hanson White, PhD, MD"
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Douglas  Greve, PhD","Massachusetts General Hospital, Martinos Center",EM,
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Russel A Poldrack, PhD","Stanford University, Dept. of Psychology",EM,
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Joyce  Chung, MD",CC,NIH,
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Alan Paul Koretsky, PhD",NINDS,NIH,
"Adam G Thomas, DPhil",Data Science and Sharing Team,Zhiwei  Ma,NINDS,NIH,
"Adam G Thomas, DPhil",Data Science and Sharing Team,"Dardo G Tomasi, PhD",NIAAA,NIH,
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"Chris Ian Baker, PhD",Section on Learning and Plasticity,NIMH,"Chris Ian Baker, PhD"
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,NIMH,"Peter A Bandettini, BS, PhD"
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"Elisha Prem Merriam, PhD",Computational Neuroimaging and Perception Team,NIMH,"Elisha Prem Merriam, PhD"
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"Peter James Molfese, PhD",Functional MRI Core,NIMH,"Peter A Bandettini, BS, PhD"
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"Francisco  Pereira, PhD",Machine Learning Core,NIMH,"Francisco  Pereira, PhD"
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"Francisco  Pereira, PhD",Machine Learning Core,NIMH,"Francisco  Pereira, PhD"
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"Michael  Rugg, PhD","University of Texas at Dallas, Center for Vital Longevity",EM,
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"W kyle  Simmons, PhD",Oklahoma State University Center for Health Sciences,EM,
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"Michal  Ramot, PhD","Weizmann Institute of Science, Neuroscience",EM,
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"Dale  Stevens, PhD","York University, Psychology",EM,
"Alex  Martin, PhD",Section on Cognitive Neuropsychology,"Kevin Dennis Hall, BSc, PhD",NIDDK,NIH,
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Chris Ian Baker, PhD",Section on Learning and Plasticity,NIMH,"Chris Ian Baker, PhD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Peter A Bandettini, BS, PhD",Section on Functional Imaging Methods,NIMH,"Peter A Bandettini, BS, PhD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Karen F Berman, MD",Clinical and Translational Neuroscience Branch,NIMH,"Karen F Berman, MD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"George Raphael Dold, MS",Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Zheng  Li, PhD",Section on Synapse Development Plasticity,NIMH,"Zheng  Li, PhD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Alex  Martin, PhD",Section on Cognitive Neuropsychology,NIMH,"Alex  Martin, PhD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Lindsay Meredith Oberman, PhD",Unit on Non-invasive Neuromodulation,NIMH,"Carlos Alberto Zarate, MD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Francisco  Pereira, PhD",Machine Learning Core,NIMH,"Francisco  Pereira, PhD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Daniel  Pine, MD",Section on Development and Affective Neuroscience,NIMH,"Daniel  Pine, MD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Paul Andrew Taylor, BS, PhD",Scientific and Statistical Computing Core,NIMH,"Paul Andrew Taylor, BS, PhD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Adam G Thomas, DPhil",Data Science and Sharing Team,NIMH,"Adam G Thomas, DPhil"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Audrey E Thurm, PhD",Neurodevelopmental and Behavioral Phenotyping Service,NIMH,"Audrey E Thurm, PhD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,NIMH,"Tonya Jo Hanson White, PhD, MD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Carlos Alberto Zarate, MD",Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"George Raphael Dold, MS",Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Svenja  Knappe, PhD","University of Colorado Boulder, Mechanical Engineering",EM,
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Peter  Kruger, PhD","Physikalisch-Technische Bundesanstalt, Biosignals",EM,
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Surjo  Soekadar, MD","Charité - Universitätsmedizin Berlin, Department of Psychiatry and Neurosciences",EM,
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Paul  Thompson, PhD","University of California, Los Angeles, Department of Neurology",EM,
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Svenja  Knappe, PhD","University of Colorado Boulder, Mechanical Engineering",EM,
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Leonardo G Cohen, MD",NINDS,NIH,
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Bevil Richard Conway, PhD",NEI,NIH,
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Sara K Inati, MD",NINDS,NIH,
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Jack A Yanovski, MD, PhD",NICHD,NIH,
"Allison Carol Nugent, PhD",Magnetoencephalography Core,"Sara K Inati, MD",NINDS,NIH,
Angela Jane Langdon,Unit on Neural Computations in Learning,"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,NIMH,"Veronica Alicia Alvarez, PhD"
Angela Jane Langdon,Unit on Neural Computations in Learning,"Bruno B Averbeck, PhD",Section on Learning and Decision Making,NIMH,"Bruno B Averbeck, PhD"
Angela Jane Langdon,Unit on Neural Computations in Learning,Patricia  Janak,Johns Hopkins University,EM,
Angela Jane Langdon,Unit on Neural Computations in Learning,Bita  Moghaddam,Oregon Health & Science University,EM,
